,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
10,1.0000001,-0.6987723,0.41775203,0.012828858,0.86881644,-0.09224592,0.5188789,0.32312673,-0.42454797,-1.096669,0.24698731,-0.4006301,-0.4247543,-0.30408552,0.41988322,0.2990324,0.44655463,-0.79972136,-0.13319112,0.81508636,0.8778337,0.12014639,0.06678137,-1.0352525,-0.10555423,1.0886642,-0.05383746,-0.36208284,0.10080316,-0.05563453,-0.2934327,0.10864149,-0.07184817,0.5273093,-0.5632637,-0.29435414,-0.35810977,-0.049599376,0.1554179,0.25918347,-0.2249137,0.41318914,-0.5425491,0.36018583,0.13075753,-0.69378936,-0.018746981,0.1940795,-0.25777212,0.13746779,-0.18501192,-0.5815082,0.44596124,0.48946914,-0.042178296,-0.2967506,0.6298485,0.35043854,-0.45516634,-0.16183649,-0.5149343,-0.21235894,-0.30862865,-0.10298903
11,0.3890105,-0.18165818,0.40418202,0.26576078,-0.27257895,-1.4525323,0.11853636,-0.30041188,-0.19771089,-0.2520469,0.73670715,-0.37062216,0.41544107,-1.0617647,-0.06574153,0.10831511,-0.6653824,-0.07703458,-0.4513839,0.93620014,0.32605362,0.47716266,0.111222126,-0.2436669,-0.43701836,0.27056292,-0.8704313,0.25630483,-0.1553714,0.3539081,-0.25167352,-0.041479073,-0.5767555,0.33444118,0.012217903,-0.30029598,-0.021161653,-0.57406867,0.30792433,0.595222,-0.26108286,0.19405304,-0.55417126,0.76536053,-0.21914288,-0.30926162,0.059243377,-0.24429305,0.074362546,-0.49129057,0.037192628,-0.08510928,0.23697124,0.5596436,-0.12216635,0.20560144,0.2935065,0.03678938,-0.84803176,0.2547007,0.21684867,-0.4676497,0.49539313,0.4827734
12,0.38795745,-0.21664281,0.570931,0.6329487,-0.000363151,-0.16754836,0.16801088,0.21673816,-0.34271568,0.08967141,0.168598,-0.471867,-0.3454704,-0.5864065,0.3380326,0.769797,0.6216477,0.1626316,-0.4191487,0.9699586,0.46716443,0.62177724,0.33254027,-0.7153937,0.19745253,0.4876522,-0.21550867,-0.15340671,-0.28849417,-0.30958098,0.5290796,0.053318344,-0.25622895,-0.7001471,0.1686981,0.12684493,0.36952612,0.15425241,0.2552173,0.07125506,0.09026973,0.27196035,-0.063787796,0.16406724,0.5073292,-0.826174,0.066555455,0.3789371,-0.1953256,-0.18690783,0.9361642,-0.07615495,-0.15586019,0.59685326,0.10321576,0.009316496,-0.14182077,0.32431042,-0.514382,-0.105650656,-0.34184805,0.1041611,0.67606443,0.095629364
13,-0.10732549,-0.6084127,-0.5848583,-0.019184437,0.34590134,-0.2830152,0.6701482,-0.29202017,-0.4865733,-0.21743661,0.39130417,-0.74432856,0.036635794,0.22849041,0.044890806,-0.04972942,-0.50803995,-0.7090982,-0.22813821,1.0074583,1.0713893,0.62193835,0.45033455,-0.45414057,-0.47874743,-0.24705389,-0.10379632,-0.25622198,-0.171386,-0.42362544,0.28386647,-0.0810885,0.45608938,-0.31306404,-0.48573932,0.0624868,0.20108336,-0.26519045,0.15872072,0.4265412,0.114664935,0.17800276,-0.63810384,0.42491043,-0.012719354,-0.34294966,0.68192655,0.27666578,-0.23715708,0.13347936,0.5150709,0.14107175,0.57136714,0.46470228,-0.08073887,0.20342137,0.19207408,0.40283564,-0.98245096,0.1452236,-0.119812,0.017650083,0.33050653,-0.26729217
14,0.07877579,-0.0262242,-0.15635636,0.23701693,0.35432208,-0.6122733,0.4655656,-0.7226354,-0.37000254,-0.65023136,-0.10240529,0.030686956,-0.45493957,-0.089348085,0.4630296,0.59775096,-0.6689752,-0.49030966,0.5720725,1.158653,0.4411413,-0.20453453,0.093895644,-0.66948503,0.12759495,0.3075916,-0.27012974,-0.087628454,-0.004652631,0.2821527,0.41159132,0.3205051,-0.22231722,-0.31046787,0.19469254,0.016022773,0.5561745,0.64205754,-0.30355078,0.37902427,0.73963445,0.56238806,-0.14102815,-0.11578588,0.10213874,-0.58993185,0.22413154,0.1767385,-0.21955207,0.2639062,-0.01645711,-0.042370986,0.3939819,0.2604376,0.3621705,0.6996778,0.5181052,-0.27734363,-0.42046064,0.1181217,-0.52432436,-0.6100603,-0.02643266,-0.44180584
15,-0.19102947,-0.568927,-0.6155926,-0.23880064,0.15034862,-0.2489142,0.90528685,-0.37817013,-0.5672486,-0.32214296,0.16089939,-1.0567988,0.042662892,0.092486225,0.15164554,-0.06605809,-0.6426238,-0.8195734,-0.083613,0.9664084,0.7708101,0.714197,0.28869715,-0.4989385,-0.6491415,-0.5324611,-0.14932893,-0.30271706,-0.10564022,-0.47771838,0.33253914,0.07527689,0.5337214,-0.38066575,-0.3643412,0.05613028,-0.06699328,-0.26175323,0.13139437,0.5189854,0.24148814,0.13441437,-0.50258553,0.37634143,-0.086280614,-0.39703003,0.7077557,0.31877762,-0.18240005,0.18878505,0.5119886,-0.09541407,0.78671205,0.47815096,-0.25775394,0.25472713,0.22911617,0.3076496,-1.0827237,0.3322797,-0.2646026,0.050987016,0.3142972,-0.44927683
16,0.5604237,-0.27393192,-0.2534429,-0.49202424,0.14619453,-0.7937322,0.17665952,-0.18778934,-0.12569265,-0.7491802,0.3423217,-0.8411173,0.056118198,-0.7654676,-0.19216311,0.50828975,-0.16452615,-0.24061692,-0.24307019,0.67357737,0.12842967,-0.14875636,1.2025427,-0.629151,0.050711416,0.28985056,-0.03718053,-0.64504135,0.51213044,-0.23760262,0.23141646,0.7866031,-0.16498779,-0.38331404,0.010412168,0.27793232,-0.3541667,-0.8658616,0.3743097,-0.0039118794,0.103003904,0.2523915,-0.54278404,0.2530687,0.174309,-0.046349756,-0.11640705,-0.50262165,0.18717808,-0.10931883,-0.3784233,0.16712864,0.55837893,-0.007564382,0.16425256,0.16163664,-0.001488324,-0.15934005,-0.7077743,0.5899533,0.016754864,-0.57168114,0.27658823,-0.39622977
17,0.7684583,-0.2292082,-0.29786283,0.14445701,0.2822118,-0.07787259,0.0048739375,-0.27771443,-0.15573779,-0.1457974,0.58058643,-0.59596866,-0.548006,0.059467584,0.6793565,0.5819805,-0.39086354,-0.2881971,-0.04050762,1.1852614,0.5960941,0.3175346,0.38351727,0.12024002,-0.58259857,0.7033521,-0.29653528,-0.3435405,0.032001834,0.48609295,0.073767394,0.19460109,0.45378748,-0.36340398,-0.24930382,-0.48275498,0.77276146,0.06955694,0.2545987,0.17277512,-0.41107246,0.41012412,-0.04876056,0.05720823,-0.25326505,-0.328037,-0.25640845,-0.31213313,-0.7600434,-0.16169736,0.6518672,-0.39942288,0.022971597,0.35409293,-0.025270164,0.44179973,0.5652886,-0.5322123,-0.28827208,-0.19671436,-0.32974204,-0.39810187,0.024582667,-0.6548136
18,0.33903992,-0.28524485,0.38789582,-0.80925184,-0.023588622,-0.9066272,-0.10168605,-0.05896223,-0.92070645,0.17839329,0.28174672,-0.5136888,-0.62354946,-0.32834482,-0.2645721,0.54047596,0.3082815,-0.58550626,0.009292192,0.80246663,0.5299376,0.22499873,0.27076438,-0.17022118,-0.15676863,-0.06734977,-0.2576678,-0.016356435,-0.5760412,-0.32566312,0.06431452,0.13477218,-0.71232086,-0.47704077,-0.2305084,0.10641501,0.2440392,-0.11214125,0.032866158,0.30882353,0.096119165,0.14005604,0.03484741,0.20255455,-0.46848744,-0.36229774,0.8174672,-0.31991118,-0.3735795,0.53776616,0.42458916,-0.26284897,0.6185799,0.02206246,0.4970448,-0.09189354,0.40396708,-0.4197684,-0.2925484,0.12454103,0.18808155,0.23360708,0.40241444,-0.321595
19,0.3247528,-1.0276787,-0.15242857,-0.43151453,-0.13865283,0.099781156,0.5089085,-0.89072555,0.33185077,-0.51627344,0.31980708,-0.508173,-0.19078021,-0.13541016,0.1577856,0.15239443,0.619567,-0.17014085,-0.08877191,0.65248525,1.1515061,0.330758,-0.11532492,-0.6402122,-0.51541024,0.71154314,-0.53699255,-0.254704,0.73795545,0.38333526,0.635992,0.33894688,-0.46322072,-0.550193,-0.26205632,0.1764736,-0.065845355,-0.37157872,-0.12257628,0.57957715,0.09278338,0.7509196,-0.06609724,-0.2266055,0.47785038,-0.36394912,0.47344467,-0.42289713,-0.45455962,-0.06333897,0.45388183,-0.16165341,-0.07781393,0.7589522,0.20586595,0.32237634,0.056226853,0.044995297,-0.31988743,0.35561138,0.3238675,-0.48467302,-0.025934404,0.55892926
